MeetingID|GroupName|Address|Area|State|PostCode|Day_Time|Contact|PartialMatch|FormattedAddress|Exact_Lat|Exact_Lng
"424"|"A.A. Group"|"St. Xavier Church Compound School, Bejai"|"Mangalore"|"Karnataka"|""|"Wed 6.30 pm"|"Calusthus - 099008 14022"|"true"|"Bejai, Mangaluru, Karnataka, India"|"12.8918657"|"74.8463269"
"425"|"A.A. Group"|"Welfare Hall, Ranipura Via Thokkottu"|"Mangalore"|"Karnataka"|""|"Sun 4.30 pm"|""|"true"|"Mangaluru, Karnataka, India"|"12.9141417"|"74.8559568"
"426"|"A.A. Group"|"YMCA, Opp. Athena Hospital, Falneer"|"Mangalore"|"Karnataka"|""|"Mon/Sat 6.00 pm"|"Ramesh - 094487 23327"|"true"|"Mangaluru, Karnataka, India"|"12.9141417"|"74.8559568"
"427"|"Bajpe Group"|"Parokial School, Near Bus Stand Bajpe"|"Mangalore"|"Karnataka"|""|"Mon 5.00 pm"|"Calusthus - 099008 14022"|"true"|"Bajpe, Mangaluru, Karnataka, India"|"12.9519011"|"74.8916458"
"428"|"A.A. Group"|"Hardweak School, Near RTO, Double Tank Road"|"Mysore"|"Karnataka"|""|"Mon/Sat 7.00 pm"|"Veera Raju. - 099450 12267"|"true"|"Tank Road, Rajendra Nagar, Mysuru, Karnataka 570007, India"|"12.3318219"|"76.6678575"
"429"|"A.A. Group"|"Saint Mary's School, Philomina Church Compound, Ashoka Road"|"Mysore"|"Karnataka"|""|"Sun 11.00 am & Tue/Fri 7.00 pm"|"Krishna - 090089 48589"|"true"|"Ashoka Road, Mandi Mohalla, Mysuru, Karnataka 570001, India"|"12.3160520"|"76.6568844"
"430"|"A.A. Group"|"Saint Philomena ITI BN Road"|"Mysore"|"Karnataka"|""|"Wed/Thu/Sat 7.00 pm"|"Ganesh - 092435 02105"|"true"|"Mysuru, Karnataka, India"|"12.2958104"|"76.6393805"
"431"|"A.A. Group"|"Carmel School, Modankapu Via, B.C.Road"|"Puttur Bantwal"|"Karnataka"|""|"Sun 9.15 am"|"Rony - 099762 72846"|"true"|"Bantwal, Karnataka, India"|"12.9000000"|"75.0330000"
"432"|"A.A. Group"|"Church School, Mai De Deus Church Compound, Near Puttur Bus Stand"|"Puttur Bantwal"|"Karnataka"|""|"Sun 10.00 am"|"Jochim - 094487 70583"|"true"|"Bantwal, Karnataka, India"|"12.9000000"|"75.0330000"
"433"|"A.A. Group"|"Patrao Hospital, Darbe Puttur"|"Puttur Bantwal"|"Karnataka"|""|"Thu 6.00 pm"|"Vishwambar - 098441 05788"|"true"|"Bantwal, Karnataka, India"|"12.9000000"|"75.0330000"
"434"|"A.A. Group"|"Sacred Heart School, Madanthyar"|"Puttur Bantwal"|"Karnataka"|""|"Sun 4.30 am"|"Robert - 094800 08854"|"true"|"Bantwal, Karnataka, India"|"12.9000000"|"75.0330000"
"435"|"Shimoga Group"|"Sacred Heart Junior College, Shimoga"|"Shimoga"|"Karnataka"|""|"Sun 10.00 am"|"Chennabassappa - 091411 50944"|"true"|"Shivamogga, Karnataka, India"|"13.9299299"|"75.5681010"
"436"|"A.A. Group"|"Baliga Hospital, Doddanagudde"|"Udupi Karkala"|"Karnataka"|""|"Sat 6.00 pm"|"Janardhan - 094819 78518"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"437"|"A.A. Group"|"Christ King Church Compound, Karkala"|"Udupi Karkala"|"Karnataka"|""|"Sun 4.30 pm"|"Kevin - 098802 33159"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"438"|"A.A. Group"|"Christian High School, Near Taluk office"|"Udupi Karkala"|"Karnataka"|""|"Mon/Fri 5.30 pm & Sun 11.00 am"|"Dinesh - 099640 24499"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"439"|"A.A. Group"|"Church Compound, Venur Via Moodabidri"|"Udupi Karkala"|"Karnataka"|""|"Sun 11.00 am"|"Leo - 087109 19534"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"440"|"A.A. Group"|"Church School Compound, Pangala (Via Katpadi)"|"Udupi Karkala"|"Karnataka"|""|"Sun 4.00 pm"|"Francis - 099020 08747"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"441"|"A.A. Group"|"Gandalkatte Church Compound, Moodabidri"|"Udupi Karkala"|"Karnataka"|""|"Sun 9.30 am"|""|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"442"|"A.A. Group"|"Govt. Hospital Samudaya Kendra, Brahmavara"|"Udupi Karkala"|"Karnataka"|""|"Sun 5.00 pm"|"Steevan - 094813 23372"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"443"|"A.A. Group"|"Govt. Hospital, Ajjarakadu"|"Udupi Karkala"|"Karnataka"|""|"Tue 11.00 am"|"Satish - 095389 44950"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"444"|"A.A. Group"|"Holy Rozario Convent Compound, Moodabidri"|"Udupi Karkala"|"Karnataka"|""|"Sun 4.00 pm"|""|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"445"|"A.A. Group"|"Korpus Christ Church Compound, Iruvail Road, Moodabidri"|"Udupi Karkala"|"Karnataka"|""|"Sun 3.45 pm"|"Mark - 091642 58882"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"446"|"A.A. Group"|"Lourdes School, Ranganapalke Kanajaru"|"Udupi Karkala"|"Karnataka"|""|"Sat 5.30 pm"|"Prakash - 091410 00620"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"447"|"A.A. Group"|"M.I.T. Manipal"|"Udupi Karkala"|"Karnataka"|""|"Wed 6.00 pm"|"Janardhan - 094819 78518"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"448"|"A.A. Group"|"Mahathma Gandhi Jilla Panchayat Hugher Primary School, Nagarasabhe, Kallianpura Goretti Hospital Goretti"|"Udupi Karkala"|"Karnataka"|""|"Wed/Thu 5.30 pm"|"Samanth - 099025 18282"|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"449"|"A.A. Group"|"Nellikare Church Compound, Karkala"|"Udupi Karkala"|"Karnataka"|""|"Sun 9.30 am"|""|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"450"|"A.A. Group"|"St. Marrys School, Church Road, Kundapur"|"Udupi Karkala"|"Karnataka"|""|"Sun 4.00 pm"|""|"true"|"Karkala, Karnataka, India"|"13.2150997"|"74.9961799"
"451"|"A.A. Group"|"Govt. Junior College, Kumata"|"Uttar Kannada Karvar"|"Karnataka"|""|"Sun 5.00 pm"|"094494 53528"|"true"|"Karwar, Karnataka, India"|"14.8000000"|"74.1300000"
"452"|"A.A. Group"|"Lady of Assumption Cathedral Church, Near Govt College, Kajubhag Karvar"|"Uttar Kannada Karvar"|"Karnataka"|""|"Sun 10.30 am"|"Antony - 094488 94993"|"true"|"Karwar, Karnataka, India"|"14.8000000"|"74.1300000"
"453"|"A.A. Group"|"Prathibyadaya, Main Road Honnavara"|"Uttar Kannada Karvar"|"Karnataka"|""|"Sun 3.00 pm"|"Paul - 094494 53528"|"true"|"Karwar, Karnataka, India"|"14.8000000"|"74.1300000"
"454"|"Arakinar Group"|"Oriental Academy Naduvattom, Beyport Kozhikode"|""|"Kerala"|""|"Sun 6.30 pm"|"Baburaj - 0495 2415083"|"true"|"Kozhikode, Kerala, India"|"11.2587531"|"75.7804100"
"455"|"Deepam Group"|"Puthussery"|""|"Kerala"|""|"Sun 10.00 am"|"Joy - 04935 235204"|"true"|"Puthussery, Kerala 670645, India"|"11.7721351"|"75.9201940"
"456"|"Divine Group"|"MECT Nursing College, Neram Pock Road Iritty"|""|"Kerala"|""|"Thu 6.00 pm"|"Roopesh - 094962 37390"|"true"|"Iritty, Kerala, India"|"11.9833330"|"75.6666670"
"457"|"Prathyasa Group"|"Sethi Seetharam I.P. School, Kottedath Bazaar, Chettikulam Elathoor"|""|"Kerala"|""|"Sat 6.30 pm"|"Musthafa C. - 0495 462387"|"true"|"Kerala, India"|"10.8505159"|"76.2710833"
"458"|"Santhi Group"|"Fathima Magha Church, Near Dharmasala Bakkalam"|""|"Kerala"|""|"Fri 6.00 pm"|""|"true"|"Bakkalam, Kerala, India"|"11.9937839"|"75.3674516"
"459"|"Shanthi Group"|"Nursery School, Rahiman Bazaar Kolathara"|""|"Kerala"|""|""|""|"true"|"Kolathara, Kerala, India"|"11.2037719"|"75.8287010"
"460"|"Thrissur Town Group"|"Innervision Counselling Center, Chungam Kerala Varma College Road"|""|"Kerala"|""|"Mon 6.30 pm"|"Joy - 093883 25206"|"true"|"Thrissur, Kerala, India"|"10.5276416"|"76.2144349"
"461"|"Raksha Group"|"Vidhya Niketan Nursery School"|"Alholi"|"Kerala"|""|"Fri 6.30 pm"|"Haridasan - 049626 74863"|"true"|"Kerala, India"|"10.8505159"|"76.2710833"
"462"|"Amulya Group."|"NSS Karayogam Building, Cherthala"|"Allapuzha Dist"|"Kerala"|"688524"|"Sun 11.00 am"|"Johnny - 099950 27739 - Giri - 095629 18878"|"true"|"Kerala 688524, India"|"9.6980083"|"76.3463624"
"463"|"One Day Group."|"Govt. Girls H.S.S. Harippad"|"Allapuzha Dist"|"Kerala"|""|"Sun 5.00 pm"|"Jayakumar - 099959 21558 - Sharath - 094950 33889"|"true"|"Alappuzha, Kerala, India"|"9.4980667"|"76.3388484"
"464"|"Asraya Group"|"Chanthiam Jn. Meenkunnam P.O."|"Aroor"|"Kerala"|"686672"|"Sat 5.30 pm"|"Babu - 094462 09336 - Johnson - 094005 35080"|"true"|"Kerala 686672, India"|"9.9320278"|"76.6066110"
"465"|"Pradheeksha Group"|"Koomulli Vismaya Building"|"Atholi"|"Kerala"|""|"Wed 6.30 pm"|"Sathyanarayanan - 049627 01503"|"true"|"Atholi, Kerala, India"|"11.3889809"|"75.7602763"
"466"|"Sadgamaya Group"|"Near ST James Hospital"|"Chalakudy"|"Kerala"|""|"Sat 5.00 pm"|"Giri - 095629 18878 - Nadakumar - 094464 56351"|"true"|"Chalakudy, Kerala, India"|"10.3080272"|"76.3336779"
"467"|"Honesty Group"|"GLP School"|"Chevarambalam"|"Kerala"|""|"Sun 5.00 pm"|"093882 94503"|"true"|"Chevarambalam, Kozhikode, Kerala 673017, India"|"11.2775393"|"75.8112670"
"468"|"Jeevandhara Group"|"St. Thomas Church, Thomapuram"|"Chittarikkal"|"Kerala"|""|"Sun 2.00 pm"|"Thomas - 094461 68635"|"true"|"Chittarikkal, Kerala 671326, India"|"12.3233600"|"75.3583400"
"469"|"Anugraha Group."|"St. Josephs L.P. School, Aarakuzha"|"Ernakulam Dist"|"Kerala"|"686672"|"Tue 6.00 pm"|"Babu - 094462 09336"|"true"|"Muvattupuzha, Kerala, India"|"9.9670000"|"76.5830000"
"470"|"Asraya Group."|"Meenakunnam P.O., Chanthiam Jn., Aroor,"|"Ernakulam Dist"|"Kerala"|"686672"|"Sat 5.30 pm"|"Johnson - 094005 35085 - Babu - 094462 09336"|"true"|"Kerala 686672, India"|"9.9320278"|"76.6066110"
"471"|"Asraya Group."|"St. Augustins  Girls, HSS High Range, Jn. Pallithazham, Kothamangalam"|"Ernakulam Dist"|"Kerala"|""|"Thu 6.00 pm"|"Jobi - 097443 46406 - Joy - 099460 32933"|"true"|"Ernakulam, Kerala, India"|"9.9816358"|"76.2998842"
"472"|"Aura Group."|"SNDP Higher Secondary Sachool, Nadakkavu P.O., Udayamperoor,"|"Ernakulam Dist"|"Kerala"|"682307"|"Sun 11.00 am & Thu 7.00 pm"|"Sahrudayan - 097456 01584"|"true"|"Kerala 682307, India"|"9.8732599"|"76.3695167"
"473"|"Big Book Study Group."|"Vimalagiri Interanational School, Vazhappilly, Near Malankara Catholic Church, Muvattupuzha"|"Ernakulam Dist"|"Kerala"|""|"Fri 6.00 pm"|"Cont: 094977 13366"|"true"|"Ernakulam, Kerala, India"|"9.9816358"|"76.2998842"
"474"|"Bodhi Group."|"Bethany Cherupushpa Santhwana Kendra, Chovvara Kanjoor Via, Kalady Road, Kadavu Stop, Desom, Aluva"|"Ernakulam Dist"|"Kerala"|"683103"|"Tue 6.30 pm"|"Shibhu - 094475 82522 - Jibu - 092499 18931"|"true"|"Ernakulam, North Paravoor, Kerala 683513, India"|"10.1504627"|"76.2240123"
"475"|"Chaithanya Group."|"Little Flower L.P. School, Meenakunnam"|"Ernakulam Dist"|"Kerala"|""|"Sun 6.00 pm"|"Cont: 094977 13366 - 23366"|"true"|"Ernakulam, Kerala, India"|"9.9816358"|"76.2998842"
"476"|"Happy Group."|"Santhom Malankara Catholic Church, M.C.Road, Perumbavoor"|"Ernakulam Dist"|"Kerala"|"683542"|"Fri 6.00 pm & Sun 2.00 pm"|"Jibu - 092499 18931 - Babu - 094462 91354"|"true"|"Kerala 683542, India"|"10.1069503"|"76.4736602"
"477"|"Miracle Group."|"Keli Fine Arts Society Hall, Behind Police Quarters, Kuthattukulam"|"Ernakulam Dist"|"Kerala"|"686662"|"Mon 6.00 pm"|"Santhosh - 099618 62493 - Reji - 099471 17407"|"true"|"Kerala 686662, India"|"9.8760339"|"76.5719414"
"478"|"New Life Group."|"Little Flower LP School, Near Holy Maggie Church, P.O. Jn. Moovattupuxzha"|"Ernakulam Dist"|"Kerala"|"686661"|"Wed 6.00 pm"|"Baiju - 099958 66066 - Sajeevan - 098474 93595"|"true"|"Kerala 686661, India"|"9.9686221"|"76.5661622"
"479"|"Prathyasha Group."|"Government Hospital Junction, Akashala Building, Piravam,"|"Ernakulam Dist"|"Kerala"|"686664"|"Sun 2.00 pm"|"Baby - 097442 17513"|"true"|"Kerala 686664, India"|"9.8779799"|"76.4852265"
"480"|"Punarjani Group."|"Hotel Deluxe, Vazhakkulam"|"Ernakulam Dist"|"Kerala"|"686670"|"Sun 5.30 pm"|"Seby - 094975 85849 - Babu - 096054 92703"|"true"|"Kerala 686670, India"|"9.9395896"|"76.6585978"
"481"|"Serenity Group."|"Post Bag No.2, SNDP LP School, Seaport Airport Road, Irumpanam, Tripunithura,"|"Ernakulam Dist"|"Kerala"|"682309"|"Sat 6.30 pm"|"Suresh - 098950 77816 - Appu - 098955 20810"|"true"|"Kochi, Kerala 682309, India"|"9.9626873"|"76.3550457"
"482"|"Suraksha Group."|"Govt. U.P. School, Allapra"|"Ernakulam Dist"|"Kerala"|"683553"|"Sat 6.30 pm"|"Babu - 098476 28744"|"true"|"Ernakulam, North Paravoor, Kerala 683513, India"|"10.1504627"|"76.2240123"
"483"|"Anugraha Group."|"SNDP Gurumandapam, Pallithazham Mulanthuruthy"|"Ernakulum"|"Kerala"|"682314"|"Mon 6.30 pm"|"George - 099461 04252 - Sasi - 096566 06885"|"true"|"Kerala 682314, India"|"9.8969727"|"76.4158129"
"484"|"Nirvana Group."|"Chavra Cultural Center, Near South Railway Station, Monastry Road,"|"Ernakulum Dist"|"Kerala"|"682011"|"Sun 4.00 pm & Wed 6.00 pm"|"Antony - 082816 54252 - Satish - 098465 32116"|"true"|"Ernakulam, Kerala 682011, India"|"9.9720253"|"76.2841154"
"485"|"Phoenix Group."|"St. Sebastian Church, K.P.Vallon Road, Kadavanthra, Kochi"|"Ernakulum Dist"|"Kerala"|"682020"|"Thu 6.30 pm"|"Pradeep - 096459 41387 - Arun - 096330 30105"|"true"|"Ernakulam, Kerala 682020, India"|"9.9659856"|"76.3029374"
"486"|"Sudhinam Group."|"St. Antony Ferona Church, Parish Hall, Kizhakkambalam"|"Ernakulum Dist"|"Kerala"|"683562"|"Mon 6.00 pm"|"Shaji - 095442 21666 - Sabu - 094473 58913"|"true"|"Kerala 683562, India"|"10.0346714"|"76.4447397"
"487"|"Tatvamasi Group."|"Gurudeva Satsangam Chatangattu Road, Palarivattom, Kochi"|"Ernakulum Dist"|"Kerala"|"682025"|"Tue 6.30 pm"|"Kannan - 098464 12330"|"true"|"Kochi, Kerala 682025, India"|"10.0004062"|"76.3101759"
"488"|"Chaithanta Group"|"P.O. Box. No.50, Nandavanam Auditorium, Near To Ettumanur Temple"|"Ettumanur"|"Kerala"|"686632"|"Wed 6.30 pm"|"Purshothaman N. - 0481 2538765 - 094470 38765"|"true"|"Kerala 686632, India"|"9.7137087"|"76.5343721"
"489"|"Open Mind Group"|"Pandiyar Godown, Amaikulam"|"Gudalur"|"Kerala"|""|"Thu 6.30 pm"|""|"true"|"Gudalur, Tamil Nadu, India"|"11.5062754"|"76.4964730"
"490"|"Moksham Group"|"ALP School, Thiruvenkidam"|"Guruvayoor"|"Kerala"|""|"Fri 6.30 pm"|"Vincent - 09605 04136"|"true"|"Guruvayoor, Kerala, India"|"10.5952496"|"76.0362579"
"491"|"Guruvayoor Group"|"Opp. KSRTC Bus Stand."|"Gurvayoor"|"Kerala"|""|""|""|"true"|"Guruvayoor, Kerala, India"|"10.5952496"|"76.0362579"
"492"|"Thanal Group"|"St. Georges U.P.School, P.O. Moolamattam Dt. Idukki"|"Iddukki"|"Kerala"|"685589"|"Sat 5.30 pm"|"Benny - 04862 2522066"|"true"|"Thodupuzha, Kerala, India"|"9.9000000"|"76.7170000"
"493"|"Wisdom Group"|"P.O. Muthalakodom, Thodupuzha Dt. Idukki"|"Iddukki"|"Kerala"|"685605"|"4.00 pm"|"Joy Hilltop. - 04862 225594 - Xavier P 098470 81248"|"true"|"Kerala 685605, India"|"9.9124425"|"76.7307663"
"494"|"New Life Change Group"|"Y.M.C.A. Hall, Ambileri"|"Kalpetta"|"Kerala"|"673121"|"Thu 6.00 pm"|"K.Abdulla. - 0493 6202181"|"true"|"Kerala 673121, India"|"11.6094513"|"76.0565965"
"495"|"Shanti Group"|"Fatima Mata Hospital, Pinargode Road"|"Kalpetta"|"Kerala"|"673121"|"Wed 4.00 pm"|"K.S.Surendra Nath - 094473 68101"|"true"|"Kerala 673121, India"|"11.6094513"|"76.0565965"
"496"|"Homble Group."|"Planter's Association Bldg, Near Govt. Veterinary Hospital,"|"Kanjirappuzha"|"Kerala"|"678591"|"Tue 5.30 pm"|"Sudevan - 094973 52899"|"true"|"678591, India"|"10.9322609"|"76.6181655"
"497"|"Humble Group."|"Planter's Association Bldg, Near Govt. Veterinary Hospital,"|"Kanjirappuzha"|"Kerala"|"678591"|"Tue 5.30 pm"|"Cont: 094973 52899"|"true"|"678591, India"|"10.9322609"|"76.6181655"
"498"|"Navodaya Group"|"Payyannoor"|"Kannoor Dist"|"Kerala"|"670307"|"Last Sun 11.00 am"|"V.V. Balan - 0498 504542"|"true"|"Kerala 670307, India"|"12.1397033"|"75.2362381"
"499"|"Abhayam Group."|"Bright College, Ambalam Road, Mattanuur,"|"Kannur"|"Kerala"|""|"Wed 6.30 pm"|"Cont: 094466 79146 - 094975 16282"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"500"|"Arayam Group."|"Rottery Club, Opp. Bus Stand, Trikkaripur,"|"Kannur"|"Kerala"|""|"Wed 6.00 pm"|"Cont: 098463 69474 - 081299 48013"|"true"|"Thrikaripur, Kerala, India"|"12.1417813"|"75.1720488"
"501"|"Chaithanya Group."|"St. Sebastian's Parish Hall, Nedumbramchal, Peravoor,"|"Kannur"|"Kerala"|""|"Tue 6.00 pm"|"Cont: 097472 73679 - 094954 94247"|"true"|"Peravoor, Kerala 670673, India"|"11.9000660"|"75.7319790"
"502"|"Divine Group."|"MECT Nursing College, Nerampokku Road, Iritty,"|"Kannur"|"Kerala"|""|"Thu 6.00 pm"|"Cont: 094962 37390 - 094476 68987"|"true"|"Nerampokku Road, Iritty, Kerala 670703, India"|"11.9884482"|"75.6712049"
"503"|"Jeevan Group."|"St. Antony's Church, Pariyaram Medical College (Via), Mudikkanam,"|"Kannur"|"Kerala"|""|"Sat 6.30 pm"|"Cont: 099470 91293 - 091421 19383"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"504"|"Jyothis Group."|"St. Mary's College, Alakkod,"|"Kannur"|"Kerala"|""|"Sat 5.00 pm"|"Cont: 094467 39041 - 099468 49250"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"505"|"Karunyam Group."|"Mount Carmel Ashramam, Peravoor,"|"Kannur"|"Kerala"|""|"Mon 6.00 pm"|"Cont: 095263 78557 - 094466 97206"|"true"|"Peravoor, Kerala 670673, India"|"11.9000660"|"75.7319790"
"506"|"Mochanam Group."|"Natinal College, Payyavoor Road, Sreekandapuram,"|"Kannur"|"Kerala"|""|"Fri 6.00 pm"|"Cont: 094004 32950 - 099471 00255"|"true"|"Sreekandapuram-Payyavoor Road, Sreekandapuram, Kerala 670631, India"|"12.0484278"|"75.5128211"
"507"|"Mukthi Group."|"Christuraja Church Hall, Near Pariyaram Medical College, Pariyaram,"|"Kannur"|"Kerala"|""|"Thu 6.00 pm"|"Cont: 099478 95598 - 097440 93781"|"true"|"Pariyaram, Kerala, India"|"12.0731501"|"75.2916530"
"508"|"Nava Jeevan Group."|"Phoenix College, Vadyar Peedika, Thalassery,"|"Kannur"|"Kerala"|""|"Fri 6.30 pm"|"Cont: 082811 56295 - 092886 59097"|"true"|"Thalassery, Kerala, India"|"11.7532878"|"75.4928777"
"509"|"Pratheeksha Group."|"Vayathoor U.P. School, Ulikkal,"|"Kannur"|"Kerala"|""|"Sun 6.00 pm"|"Cont: 097450 10673 - 099610 01946"|"true"|"Ullikkal, Kerala 670705, India"|"12.0375266"|"75.6702647"
"510"|"Saanthi Group."|"Fathimatha Church Hall, Dharmasala,"|"Kannur"|"Kerala"|""|"Fri 6.15 pm"|"Cont: 094462 69673 - 097470 19907"|"true"|"Dharmasala, Kerala, India"|"11.9832835"|"75.3791096"
"511"|"Sangamam Group."|"St. Michael's Higher Secondary School, Near New Bus Stand,"|"Kannur"|"Kerala"|""|"Sun 3.30 pm"|"Cont: 094479 64699 - 094473 98299"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"512"|"Santhitheeram Group."|"Tandem Computer Centre, Near Municipal Office, New Bus Stand, Payyannur,"|"Kannur"|"Kerala"|""|"Mon 6.15 pm"|"Cont: 098472 62306 - 093877 12440"|"true"|"Payyanur, Kerala, India"|"12.1050687"|"75.2058336"
"513"|"Thanal Group."|"National College, Court Road, Taliparamba,"|"Kannur"|"Kerala"|""|"Wed 6.15 pm"|"Cont: 096050 24401 - 086065 23850"|"true"|"Thaliparamba, Kerala, India"|"12.0370020"|"75.3599450"
"514"|"Thanal Group."|"St. Mary's Nursing College, Chamayam Building,"|"Kannur"|"Kerala"|""|"Thu 6.00 pm"|"Cont: 092493 40161 - 094952 50587"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"515"|"Thanal Group."|"St. Jude Parish Hall, Kallumuthirakkunnu, Peravoor,"|"Kannur"|"Kerala"|""|"Fri 6.00 pm"|"Cont: 097472 73679 - 094954 94247"|"true"|"Peravoor, Kerala 670673, India"|"11.9000660"|"75.7319790"
"516"|"Town Group."|"Near Caltex Junction,"|"Kannur"|"Kerala"|""|"Tue 6.00 pm"|"Cont: 094473 69950 - 097474 39690"|"true"|"Kannur, Kerala, India"|"11.8744775"|"75.3703662"
"517"|"Udayam Group."|"Vivekananda College, Vankulathuvayal, Azhikode,"|"Kannur"|"Kerala"|""|"Thu 6.00 pm"|"Cont: 097474 39690 - 098951 40782"|"true"|"Azhikode, Kerala, India"|"11.9076200"|"75.3446300"
"518"|"Angels Group"|"St. Joseph Church, Irutty"|"Kannur Dist"|"Kerala"|"670633"|"Sat 6.30 pm (Firs & Last)"|"P.Pouluse. - 02100381"|"true"|"670633, India"|"12.0940239"|"75.6324470"
"519"|"Mochanam Group."|"Govt. Higher Secondary School, Bandadukka,"|"Kasaragod"|"Kerala"|""|"Wed 6.30 pm"|"Cont: 094969 70629 - 094956 18350"|"true"|"Kasaragod, Kerala, India"|"12.5102239"|"74.9851678"
"520"|"Pratheeksha Group."|"Apposthala Rani Devalayam, Puthiyakotta, Kanhanga,"|"Kasaragod"|"Kerala"|""|"Sun 3.30 pm"|"Cont: 094952 50587"|"true"|"Kasaragod, Kerala, India"|"12.5102239"|"74.9851678"
"521"|"Punarjani Group."|"Municipal Govt. U.P. School, Near Press Club Junction, Bandadukka,"|"Kasaragod"|"Kerala"|""|"Sun 10.00 am"|"Cont: 099614 24855 - 099726 71039"|"true"|"Kasaragod, Kerala, India"|"12.5102239"|"74.9851678"
"522"|"Freedom Group"|"Y.M.C.A., Tiruvalla Pathanamthitta Dist."|"Kerala"|"Kerala"|""|"Sat 6.30 pm"|""|"false"|"Kerala, India"|"10.8505159"|"76.2710833"
"523"|"Shalom Group"|"B.J.M. Hospital, Pallom Kottayam"|"Kerala"|"Kerala"|""|"Tue 6.30 pm"|"Mathews K. - 0481 2566508"|"false"|"Kerala, India"|"10.8505159"|"76.2710833"
"524"|"12th Step Group."|"Jawahar Bala Bhavan,"|"Kollam"|"Kerala"|""|"Tue 7.00 pm"|"Cont: 090373 42554"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"525"|"Aashraya Group."|"St. Anthony's Church Vaddy,"|"Kollam"|"Kerala"|""|"Wed 7.00 pm"|"Cont: 098955 88945"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"526"|"Big Book Study Group."|"Jawahar Bala Bhavan,"|"Kollam"|"Kerala"|""|"Sat 7.00 pm"|"Cont: 094965 33429"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"527"|"Friday Group."|"YMCA,"|"Kollam"|"Kerala"|""|"Fri 7.00 pm"|"Cont: 090482 63719"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"528"|"Kollam Central IG."|"Jawahar Bala Bhavan,"|"Kollam"|"Kerala"|""|"Every 2nd Sat 7.00 pm"|"Cont: 098955 88945"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"529"|"Norbert Bhavan Group."|"Norbert Bhavan, Eravipuram Jn."|"Kollam"|"Kerala"|""|"Thu 7.00 pm"|"Cont: 099477 31123"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"530"|"Pratheeksha Group."|"YMCA,"|"Kollam"|"Kerala"|""|"Mon 7.00 pm"|"Cont: 096050 13581"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"531"|"Punarjani Group."|"S.H.L.P. School Tuet, Near Tuet Church,"|"Kollam"|"Kerala"|""|"Sun 7.00 pm"|"Cont: 094965 33429"|"true"|"Kollam, Kerala, India"|"8.8932118"|"76.6141396"
"532"|"Bodhi Group."|"St. Vincent ICSE School, Keralapuram, Kollam"|"Kollam Dist"|"Kerala"|""|"Fri 7.00 pm (Closed Mtg)"|"Cont: 080869 20986 - 097449 81930"|"false"|"Kollam, Kerala, India"|"8.9968866"|"76.8720961"
"533"|"City Group."|"Jawahar Balabhavan, Near Sanker's Hospital, Kollam"|"Kollam Dist"|"Kerala"|""|"Sun 7.00 pm (Open Mtg)"|"Cont: 094465 24972 - 094957 04074"|"false"|"Kollam, Kerala, India"|"8.9968866"|"76.8720961"
"534"|"Hope Group."|"Cherupushpam School, Ayoor, Kollam"|"Kollam Dist"|"Kerala"|""|"Mon 6.30 pm (Closed Mtg)"|"Cont: 094961 06939 - 097449 00968"|"false"|"Kollam, Kerala, India"|"8.9968866"|"76.8720961"
"535"|"Jeevan Group."|"Kadavoor, L.P. School, Kadavoor, Kollam"|"Kollam Dist"|"Kerala"|""|"Tue 7.00 pm (Closed Mtg)"|"Cont: 096059 86693 - 094460 18696"|"false"|"Kollam, Kerala, India"|"8.9968866"|"76.8720961"
